,titles,keys,cluster_num
15266,2015 Chevrolet Silverado 1500 LT,"['doors', 'transmission', 'drive', 'year', 'exterior_color', 'mileage', 'fuel']",21
11853,2017 Chevrolet Silverado 1500 Custom,"['cruise_control', 'body', 'turning_circle', 'power_windows', 'wheelbase', 'transmission', 'mileage', 'length', 'width']",21
14811,"Storage Cabinet, 22 ga., 72 In. H, 24 In. D","['finish', 'number_of_doors', 'gauge', 'green_environmental_attribute', 'assembledunassembled', 'green_certification_or_other_recognition', 'number_of_shelves', 'casters_included', 'item', 'number_of_drawers', 'cabinet_color']",22
15382,"Storage Cabinet, 12 ga., 54 In. H, 48 In. W","['finish', 'assembledunassembled', 'item', 'number_of_shelves', 'casters_included', 'number_of_doors', 'number_of_drawers', 'cabinet_color', 'gauge']",22
15453,"Storage Cabinet, 12 ga., 78 In. H, 48 In. W","['finish', 'gauge', 'item', 'number_of_shelves', 'number_of_doors', 'casters_included', 'number_of_drawers', 'cabinet_color', 'assembledunassembled']",22
15642,"Storage Cabinet, 22 ga., 72 In. H, 48 In. W","['finish', 'number_of_doors', 'gauge', 'green_environmental_attribute', 'assembledunassembled', 'green_certification_or_other_recognition', 'number_of_shelves', 'casters_included', 'item', 'number_of_drawers', 'cabinet_color']",22
17269,"Storage Cabinet, 20 ga., 78 In. H, 36 In. W","['finish', 'number_of_doors', 'gauge', 'green_environmental_attribute', 'assembledunassembled', 'green_certification_or_other_recognition', 'number_of_shelves', 'casters_included', 'item', 'number_of_drawers']",22
13513,Nikon COOLPIX P530 16.1 MP CMOS Digital Camera with 42x Zoom NIKKOR Lens and Full HD 1080p Video (Black),"['hardware_connectivity', 'external_memory_included', 'expanded_iso_maximum', 'batteries', 'self-timer', 'minimum_shutter_speed', 'flash_type', 'gps', 'display_resolution_maximum', 'maximum_shutter_speed', 'battery_type', 'continuous_shooting_speed', 'display_fixture_type', 'flash_memory_type', 'digital_zoom', 'image_stabilization', 'usb_20', 'maximum_horizontal_resolution', 'expanded_iso_minimum', 'video_capture_format', 'photo_sensor_technology', 'hdmi_type', 'optical_sensor_resolution', 'optical_sensor_technology', 'viewfinder_type', 'form_factor', 'color']",23
14826,Nikon COOLPIX S9100 12.1 MP CMOS Digital Camera with 18x NIKKOR ED Wide-Angle Optical Zoom Lens and Full HD 1080p Video (Black) (OLD MODEL),['batteries'],23
13386,Nikon COOLPIX S6300 16 MP Digital Camera with 10x Zoom NIKKOR Glass Lens and Full HD 1080p Video (Red),"['hardware_connectivity', 'focus_type', 'viewfinder_type', 'expanded_iso_maximum', 'form_factor', 'self-timer', 'minimum_shutter_speed', 'flash_type', 'display', 'video_capture_format', 'continuous_shooting_speed', 'image_stabilization', 'digital_zoom', 'maximum_horizontal_resolution', 'focus_description', 'photo_sensor_technology', 'optical_sensor_resolution', 'optical_sensor_technology', 'batteries', 'gps', 'battery_type', 'model_year', 'display_fixture_type', 'weather_resistance', 'usb_20', 'external_memory_included', 'flash_memory_type', 'image_aspect_ratio', 'optical_zoom', 'display_resolution_maximum', 'color']",23
15275,Nikon Coolpix S8000 14 MP Digital Camera with 10x Optical Vibration Reduction (VR) Zoom and 3.0-Inch LCD (Silver),"['focus_type', 'external_memory_included', 'expanded_iso_maximum', 'form_factor', 'self-timer', 'photo_sensor_technology', 'color', 'flash_type', 'digital_zoom', 'video_capture_format', 'continuous_shooting_speed', 'display_fixture_type', 'usb_20', 'image_stabilization', 'maximum_horizontal_resolution', 'expanded_iso_minimum', 'focus_description', 'image_aspect_ratio', 'hdmi_type', 'optical_sensor_resolution', 'optical_sensor_technology', 'viewfinder_type', 'display_resolution_maximum', 'weather_resistance', 'optical_zoom']",23
14478,"Nikon COOLPIX L840 16.0-Megapixel Digital Camera with 76x dynamic fine zoom, 38X optical zoom VR lens (4.0-152mm) and built-in WiFi - Plum (Certified Refurbished)","['external_memory_included', 'batteries', 'viewfinder_type', 'optical_sensor_resolution', 'optical_sensor_technology', 'video_capture_resolution', 'display_fixture_type', 'color']",23
16107,Schneider Electric ZB4BZ011,['brandseries'],24
17593,Schneider Electric ZB4BW413,['brandseries'],24
18774,Schneider Electric ZB6AD07,"['mounting_style', 'factory_pack_quantity']",24
15755,Schneider Electric ZB4BS94410,['brandseries'],24
14838,Schneider Electric ZB4BT6,['brandseries'],24
17297,29.5 in. x 47.5 in. V-4500 Series Left-Hand Casement Vinyl Window with Grids - Brown,"['energy_star_qualified', 'grid_pattern', 'hardware_colorfinish_family', 'u-factor', 'interior_colorfinish_family', 'window_use_type', 'window_type', 'exterior_colorfinish_family', 'number_of_locks', 'solar_heat_gain_coefficient', 'lock_type', 'features', 'frame_material']",25
17314,29.5 in. x 47.5 in. V-4500 Series Right-Hand Casement Vinyl Window - Tan,"['energy_star_qualified', 'grid_pattern', 'hardware_colorfinish_family', 'u-factor', 'frame_material', 'interior_colorfinish_family', 'window_use_type', 'window_type', 'exterior_colorfinish_family', 'number_of_locks', 'solar_heat_gain_coefficient', 'lock_type', 'features']",25
12804,29.5 in. x 35.5 in. V-4500 Series Awning Vinyl Window with Grids - Red,"['energy_star_qualified', 'grid_pattern', 'hardware_colorfinish_family', 'u-factor', 'interior_colorfinish_family', 'window_use_type', 'window_type', 'exterior_colorfinish_family', 'number_of_locks', 'solar_heat_gain_coefficient', 'lock_type', 'features', 'frame_material']",25
15172,29.5 in. x 29.5 in. V-4500 Series Right-Hand Casement Vinyl Window with Grids - Green,"['energy_star_qualified', 'grid_pattern', 'hardware_colorfinish_family', 'u-factor', 'interior_colorfinish_family', 'window_use_type', 'window_type', 'exterior_colorfinish_family', 'number_of_locks', 'solar_heat_gain_coefficient', 'lock_type', 'frame_material']",25
17564,27.5 in. x 40.5 in. V-2500 Series Double Hung Vinyl Window with Grids - Brown,"['energy_star_qualified', 'grid_pattern', 'hardware_colorfinish_family', 'exterior_colorfinish_family', 'window_use_type', 'window_type', 'interior_colorfinish_family', 'number_of_locks', 'solar_heat_gain_coefficient', 'lock_type', 'u-factor', 'frame_material']",25
15444,29.5 in. x 29.5 in. V-4500 Series Right-Hand Casement Vinyl Window - Gray,"['energy_star_qualified', 'grid_pattern', 'hardware_colorfinish_family', 'u-factor', 'frame_material', 'interior_colorfinish_family', 'window_use_type', 'window_type', 'number_of_locks', 'solar_heat_gain_coefficient', 'lock_type', 'features']",25
11978,35.5 in. x 23.5 in. V-4500 Series Right-Hand Sliding Vinyl Window with Grids - Bronze,"['energy_star_qualified', 'grid_pattern', 'hardware_colorfinish_family', 'interior_colorfinish_family', 'window_use_type', 'window_type', 'exterior_colorfinish_family', 'number_of_locks', 'solar_heat_gain_coefficient', 'lock_type', 'u-factor', 'frame_material']",25
12605,47.5 in. x 23.5 in. V-4500 Series Awning Vinyl Window with Grids - Red,"['energy_star_qualified', 'grid_pattern', 'hardware_colorfinish_family', 'u-factor', 'interior_colorfinish_family', 'window_use_type', 'window_type', 'exterior_colorfinish_family', 'number_of_locks', 'solar_heat_gain_coefficient', 'lock_type', 'features', 'frame_material']",25
18628,HP ProLiant DL380 G9 2U Rack Server - 1 x Intel Xeon E5-2620 v3 2.40 GHz,"['product_line', 'number_of_pci_express_x16_slots', 'number_of_total_memory_slots', 'form_factor', 'total_number_of_usb_ports', 'processor_core', 'number_of_total_expansion_slots', 'processor_type', 'processor_model', 'memory_card_reader', 'hyper-threading', 'http', 'number_of_total_expansion_bays', 'number_of_usb_30_ports', 'memory_standard', 'memory_card_supported', 'memory_technology', 'number_of_external_525_bays', 'rack_height', 'number_of_processors_supported', 'quickpath_interconnect']",26
12159,Lenovo System x x3650 M5 5462J2U 2U Rack Server - 1 x Intel Xeon E5-2680 v3 2.50 GHz,"['product_line', 'number_of_pci_express_x16_slots', 'number_of_total_memory_slots', 'form_factor', 'vga', 'total_number_of_usb_ports', 'processor_core', 'number_of_total_expansion_slots', 'processor_type', 'hyper-threading', 'number_of_usb_20_ports', 'number_of_power_supplies_installed', 'http', 'number_of_total_expansion_bays', 'number_of_usb_30_ports', 'product_type', 'memory_standard', 'quickpath_interconnect', 'memory_technology', 'number_of_external_525_bays', 'rack_height', 'number_of_processors_supported']",26
15879,HP ProLiant DL580 G8 4U Rack Server - 2 x Intel Xeon E7-4890 v2 2.80 GHz,"['server_scalability', 'type', 'networking', 'height_rack_units', 'hard_drive', 'power', 'power_redundancy', 'processor_type']",26
15518,HP ProLiant DL360 G9 1U Rack Server - 2 x Intel Xeon E5-2670 v3 Dodeca-core (12 Core) 2.30 GHz,"['product_line', 'number_of_pci_express_x16_slots', 'form_factor', 'total_number_of_usb_ports', 'processor_core', 'number_of_total_expansion_slots', 'optical_drive_type', 'processor_type', 'memory_card_reader', 'hyper-threading', 'number_of_power_supplies_installed', 'http', 'number_of_usb_30_ports', 'memory_standard', 'memory_card_supported', 'memory_technology', 'rack_height', 'number_of_processors_supported', 'quickpath_interconnect']",26
15086,"HP Proliant DL360 G6, 2 x Intel Xeon SIX Core X5650- 2.66 GHz, 32Gb DDR3 ECC, 2x 450Gb SAS, Raid P410i/onboard, 2 surse",['chipset'],26
11567,HP ProLiant ML10 G8 4U Micro Tower Server - 1 x Intel Xeon E3-1220V2 3.10 GHz,"['product_line', 'form_factor', 'total_number_of_usb_ports', 'processor_core', 'number_of_total_expansion_slots', 'processor_type', 'hyper-threading', 'controller_type', 'number_of_processors_supported', 'product_type', 'memory_standard', 'memory_technology', 'rack_height', 'number_of_total_memory_slots', 'ethernet_technology']",26
17779,Lenovo 8871KCU System X X3650 M5 2u Rack Server - 1 X Intel Xeon E5-2609 V4 Octa-core (8 Core) 1.70 Ghz,"['number_of_power_supplies_installed', 'form_factor', 'graphics_controller_model', 'product_type', 'controller_type', 'processor_core', 'product_line', 'raid_levels', 'operating_system', 'rack_height', 'number_of_processors_supported', 'processor_type']",26
17405,Lenovo ThinkServer TD350 70DG0008UX Server - 1 x Intel Xeon E5-2609 v3 Hexa-core (6 Core) 1.90 GHz,"['number_of_total_memory_slots', 'total_number_of_usb_ports', 'processor_core', 'number_of_total_expansion_slots', 'controller_type', 'raid_levels', 'processor_type', 'processor_model', 'optical_drive_type', 'hyper-threading', 'number_of_power_supplies_installed', 'number_of_usb_20_ports', 'number_of_processors_supported', 'number_of_usb_30_ports', 'memory_standard', 'quickpath_interconnect', 'number_of_external_525_bays', 'memory_technology']",26
18307,Intel Server System LR1304SPCFG1 1U Rack Server - 1 x Intel Xeon E3-1230 v5 Quad-core (4 Core) 3.40 GHz - 32 GB Installed,['network_communication'],26
18579,LAND ROVER RANGE ROVER (LM) TDV8 VOGUE 2010 (2010),"['interior', 'previous_owners']",27
15625,LAND ROVER RANGE ROVER 3.0 TDV6 Vogue 4dr Auto (2014),"['technical', 'interior', 'previous_owners', 'fuel']",27
16010,Land Rover Range Rover 3.0 Td6 Vogue SE 5dr (2006),"['technical', 'interior', 'previous_owners', 'exterior']",27
17573,2013 LAND ROVER RANGE ROVER VOGUE 4.4 TDV8,"['year_register', 'locations', 'year', 'transmission', 'mileage', 'color']",27
11629,Land Rover Range Rover 4.2 V8 Supercharged Vogue SE 5dr (2005),"['interior', 'previous_owners', 'exterior']",27
13491,LAND ROVER RANGE ROVER (LM) SDV8 AUTOBIOGRAPHY 2014 (2014),"['technical', 'interior', 'previous_owners', 'fuel', 'exterior']",27
16902,Rectangular: 2 Ft x 3 Ft,"['resources', 'assembly', 'construction']",28
13914,Rectangular: 1 Ft. 9-Inch x 2 Ft. 9-Inch,"['resources', 'type', 'usage', 'construction']",28
16257,Rectangular: 2 Ft 3 In x 4 Ft 6 In,"['type', 'construction', 'backing_material']",28
16139,Rectangular: 5 Ft. 3 In. x 7 Ft. 6 In.,"['resources', 'type']",28
16674,Rectangular: 1 Ft. 6-Inch x 2 Ft. 4-Inch,"['resources', 'type', 'usage', 'construction']",28
16314,Rectangular: 2 Ft. x 3 Ft.,['type'],28
14418,2015 Toyota Rav4 le,"['city', 'engine', 'interior', 'drivetrain', 'company', 'exterior', 'doors', 'fuel_type', 'transmission']",29
17183,2014 Toyota Rav4 le,"['city', 'engine', 'interior', 'company', 'exterior', 'doors', 'fuel_type', 'transmission']",29
12581,Used 2012 Toyota RAV4,"['interior_color', 'exterior_color', 'total_seating']",29
12904,TOYOTA RAV4,"['fuel_consumption', 'engine', 'model', '0-100_kmh', 'release_date', 'fuel_type', 'transmission']",29
18023,2014 Toyota Rav4 limited,"['city', 'engine', 'interior', 'drivetrain', 'company', 'exterior', 'doors', 'fuel_type', 'transmission']",29
16769,2015 Toyota RAV4,"['views', 'engine', 'drive_type', 'exterior', 'doors', 'interior', 'status', 'transmission']",29
15962,New 2017 Nissan Sentra S,"['bumpers', 'rear_defogger', 'clock', 'traction_control', 'model_code', 'exterior', 'location', 'trans', 'power_windows', 'engine', 'interior', 'trip_computer', 'tachometer']",30
15715,2015 Nissan Sentra,"['location', 'model', 'sellerid']",30
18470,2016 Nissan Sentra,['warranty'],30
14067,2006 Nissan Sentra,['model'],30
14900,2012 Nissan Sentra,"['drive_type', 'fuel', 'doors', 'interior', 'transmission']",30
