,Prod_ID,titles,keys,values,cluster_num
714,ID_17485,"2017 Dodge Durango $32,923","['audio_auxiliary_input', 'color', 'transmission', 'mileage']","['USB', 'Black', 'Automatic', '9']",d14
715,ID_9205,"2017 Dodge Durango $36,371","['audio_auxiliary_input', 'color', 'transmission', 'mileage']","['USB', 'White', 'Automatic', '9']",d14
716,ID_10524,"2017 Ram $71,525","['audio_auxiliary_input', 'color', 'transmission', 'mileage']","['USB', 'Other', '6-speed automatic', '9']",d14
719,ID_13575,"2017 Jeep Patriot $17,834","['audio_auxiliary_input', 'mileage', 'color']","['USB', '9', 'White']",d14
718,ID_6812,"2017 Ram 1500 $53,857","['audio_auxiliary_input', 'feature', 'transmission', 'mileage', 'color']","['USB', 'Rear View Camera', 'Automatic', '13', 'Red']",d14
710,ID_3826,"2016 Buick Encore $26,435",['audio_auxiliary_input'],['Jack'],d14
720,ID_1119,"2016 Chrysler 200 $32,126","['audio_auxiliary_input', 'transmission', 'color', 'feature']","['USB', 'Automatic', 'Black', 'Rear View Camera']",d14
6031,ID_8726,"2017 Ram 1500 $39,045","['feature', 'audio_auxiliary_input', 'transmission', 'mileage']","['Phone Wireless Data Link Bluetooth', 'USB', 'Automatic', '15']",d14
15170,ID_700,"2016 Cadillac ATS $40,669","['transmission', 'audio_auxiliary_input', 'color', 'feature']","['Automatic', 'IPod/IPhone Integration', 'Gray', 'Audio - SiriusXM Satellite Radio']",d14
15171,ID_273,"2016 Buick Enclave $48,665","['transmission', 'audio_auxiliary_input', 'color', 'feature', 'mileage']","['Automatic', 'Jack', 'Black', 'Audio - SiriusXM Satellite Radio', '11']",d14
717,ID_7980,"2017 Ram $58,592","['audio_auxiliary_input', 'color', 'transmission', 'mileage']","['USB', 'Black', 'Automatic', '9']",d14
14632,ID_11349,1964-1966 GORDON-KEEBLE GK1 specifications,"['steering', 'transmission', 'fuel']","['N/A', 'Four-speed manual', 'Petrol']",d14
9314,ID_10422,Golf SAT ST,"['number_of_bulbs', 'type', 'style_type', 'suspension', 'price']","['1', 'Stem- or Pole-hung', 'Contemporary', 'Single', 'This product has been discontinued']",d14
16825,ID_16766,"Details about Trek Ex-Display Concept Series 9, Time Trial, Triathlon Red/Black","['wheel_size', 'suspension', 'type', 'frame', 'number_of_gears']","['700C', 'No Suspension', 'Time Trial/Triathlon', 'Carbon Fibre', '22']",d14
5477,ID_11366,2010 Dodge Challenger SRT8,"['drive_train', 'brakes', 'drivetrain', 'epa_classification', 'width', 'seat', 'interior', 'suspension', 'air_conditioning', 'steering', 'transmission', 'fuel', 'door']","['Rear Wheel Drive', '4-Wheel Disc Brakes', 'Rear Wheel Drive', 'Midsize', 'Data Unavailable', '5', 'Cruise Control Power Windows Trip Computer', 'Data Unavailable', 'A/C', 'Power Steering Adjustable Steering Wheel', 'Automatic', 'Gasoline Fuel', 'Data Unavailable']",d14
5478,ID_5385,"All Wheel Drive 4-Door, White Platinum Metallic Tri-Coat","['drive_train', 'brakes', 'drivetrain', 'horsepower', 'interior', 'suspension', 'air_conditioning', 'transmission', 'steering', 'fuel', 'seat']","['All Wheel Drive', '4-Wheel Disc Brakes', 'All Wheel Drive', '210', 'Cruise Control Power Windows Trip Computer', 'Data Unavailable', 'Climate Control Rear A/C', 'Automatic w/OD', 'Power Steering Adjustable Steering Wheel', 'Gasoline Fuel', '7']",d14
5479,ID_6615,"1500 127' Wheelbase Maxi, Director Red Metallic","['drive_train', 'brakes', 'drivetrain', 'interior', 'suspension', 'air_conditioning', 'transmission', 'fuel', 'seat']","['Rear Wheel Drive', 'Front Disc/Rear Drum Brakes', 'Rear Wheel Drive', 'Optional Cruise Control Power Windows', 'Data Unavailable', 'Optional A/C', 'Automatic', 'Gasoline Fuel', '2']",d14
5480,ID_16481,"E-350 Super Duty Extended Cab, Royal Red Metallic","['drive_train', 'brakes', 'drivetrain', 'length', 'air_conditioning', 'width', 'ground_clearance', 'seat', 'interior', 'horsepower', 'transmission', 'steering', 'suspension', 'door']","['Rear Wheel Drive', '4-Wheel Disc Brakes', 'Rear Wheel Drive', 'Data Unavailable', 'A/C Optional Rear A/C', 'Data Unavailable', 'Data Unavailable', '2', 'Cruise Control Power Windows', '255', 'Automatic w/OD', 'Power Steering Adjustable Steering Wheel', 'Data Unavailable', 'Data Unavailable']",d14
5481,ID_6094,"1996 GMC K2500, Regular Cab 131.5' Wheelbase, 55.9' Cab to Axle 4-Wheel Drive, Summit White/Summit White","['drive_train', 'brakes', 'drivetrain', 'length', 'air_conditioning', 'width', 'ground_clearance', 'seat', 'interior', 'horsepower', 'transmission', 'suspension', 'door']","['4-Wheel Drive', 'Front Disc/Rear Drum Brakes', 'Four Wheel Drive', 'Data Unavailable', 'Optional A/C', 'Data Unavailable', 'Data Unavailable', '3', 'Optional Cruise Control Power Windows', '255', 'HD Manual w/OD', 'Data Unavailable', 'Data Unavailable']",d14
5482,ID_10505,"E-350 Super Extended Cab, Woodland Green Metallic","['drive_train', 'brakes', 'drivetrain', 'length', 'width', 'ground_clearance', 'interior', 'center_console', 'horsepower', 'suspension', 'door']","['Rear Wheel Drive', '4-Wheel Disc Brakes', 'Rear Wheel Drive', 'Data Unavailable', 'Data Unavailable', 'Data Unavailable', 'Power Windows Optional Cruise Control', 'Power Outlet', '250', 'Data Unavailable', 'Data Unavailable']",d14
14631,ID_10599,2004 Nissan Skyline Coupe,"['steering', 'drive_size', 'door', 'comment', 'color', 'number_of_seats', 'color', 'transmission', 'fuel']","['Right', '-', '-', '-', '-', '4', 'Silver', 'Automatic', 'Gasoline/Petrol']",d14
5483,ID_14059,"Regular Cab 131.5' Wheelbase 4-Wheel Drive, Victory Red","['drive_train', 'brakes', 'engine', 'drivetrain', 'length', 'air_conditioning', 'width', 'ground_clearance', 'seat', 'interior', 'center_console', 'horsepower', 'height', 'transmission', 'suspension', 'door']","['4-Wheel Drive', 'Front Disc/Rear Drum Brakes', 'Gas V8 5.7L/350 cu in', 'Four Wheel Drive', 'Data Unavailable', 'Optional A/C', 'Data Unavailable', 'Data Unavailable', '3', 'Optional Cruise Control Power Windows', 'Power Outlet', '255', '73.9', 'HD Manual w/OD', 'Data Unavailable', 'Data Unavailable']",d14
5485,ID_7905,2003 Volvo C70 2.3L Turbo,"['drive_train', 'brakes', 'epa_classification', 'drivetrain', 'interior', 'suspension', 'air_conditioning', 'steering', 'fuel', 'width', 'seat', 'ground_clearance', 'center_console', 'door', 'transmission']","['Front Wheel Drive', '4-Wheel Disc Brakes', 'Subcompact', 'Front Wheel Drive', 'Cruise Control Power Windows Trip Computer', 'Data Unavailable', 'Climate Control Multi-Zone A/C', 'Power Steering Adjustable Steering Wheel', 'Gasoline Fuel', 'Data Unavailable', '4', '5.5', 'Rear Defrost', 'Data Unavailable', 'Manual']",d14
5503,ID_9267,2001 Suzuki Grand Vitara Touring,"['drive_train', 'drivetrain', 'seat', 'interior', 'brakes', 'horsepower', 'suspension', 'air_conditioning', 'steering', 'transmission', 'fuel', 'center_console']","['Four Wheel Drive', 'Four Wheel Drive', '7', 'Cruise Control Power Windows', 'Front Disc/Rear Drum Brakes', '170', 'Data Unavailable', 'Rear A/C', 'Power Steering Adjustable Steering Wheel', 'Manual w/OD', 'Gasoline Fuel', 'Power Outlet Rear Defrost']",d14
5501,ID_1381,"2-Door Convertible, Space Gray Metallic","['drive_train', 'drivetrain', 'epa_classification', 'width', 'ground_clearance', 'seat', 'interior', 'suspension', 'air_conditioning', 'steering', 'transmission', 'fuel', 'door']","['Rear Wheel Drive', 'Rear Wheel Drive', 'Subcompact Cars', 'Data Unavailable', 'Data Unavailable', '4', 'Cruise Control Power Windows Trip Computer', 'Data Unavailable', 'Climate Control Rear A/C', 'Power Steering Adjustable Steering Wheel', 'Manual', 'Gasoline Fuel', 'Data Unavailable']",d14
5502,ID_6616,2011 Aston Martin Rapide Luxury,"['drive_train', 'drivetrain', 'epa_classification', 'width', 'ground_clearance', 'seat', 'interior', 'suspension', 'air_conditioning', 'steering', 'transmission', 'fuel', 'door']","['Rear Wheel Drive', 'Rear Wheel Drive', 'Subcompact', 'Data Unavailable', 'Data Unavailable', '4', 'Cruise Control Power Windows', 'Data Unavailable', 'Rear A/C', 'Power Steering Adjustable Steering Wheel', 'Automatic w/manual shift', 'Gasoline Fuel', 'Data Unavailable']",d14
14769,ID_16404,Details about hoffman condor frame 20th anniversary limited edition bmx,"['suspension', 'brake_type']","['No Suspension', 'Caliper - Side Pull']",d14
15481,ID_14396,"Details about Orbea Occam AM H10 27.5"" (650B) Boost FOX Float Kashima FiT4 XT Maxxis DT Swiss","['type', 'frame', 'suspension']","['Mountain Bike', 'Aluminium', 'Front & Rear (Full)']",d14
5484,ID_3786,"2-Door Coupe (CMI), Sport Gold (Met)","['drive_train', 'brakes', 'epa_classification', 'drivetrain', 'horsepower', 'interior', 'suspension', 'air_conditioning', 'steering', 'fuel', 'engine', 'width', 'seat', 'center_console', 'door', 'transmission']","['Rear Wheel Drive', '4-Wheel Disc Brakes', 'Subcompact', 'Rear Wheel Drive', '200', 'Cruise Control Power Windows', 'Data Unavailable', 'A/C', 'Power Steering Adjustable Steering Wheel', 'Gasoline Fuel', 'Gas V6 3.8L/231 cu in', 'Data Unavailable', '4', 'Power Outlet Optional Rear Defrost', 'Data Unavailable', 'Manual w/OD']",d14
7461,ID_15666,Dot Light,"['glass_type', 'number_of_bulbs', 'type', 'style_type', 'suspension', 'price', 'lamp_type']","['Art Glass', '1', 'Cord-hung', 'Contemporary', 'Single', 'This product has been discontinued', 'Incandescent']",d14
14770,ID_3848,"Details about Haro race LT Pro 24 race BMX 2017 21.75"" top tube","['suspension', 'number_of_gears']","['No Suspension', '1']",d14
14624,ID_9370,2005 Nissan Skyline,"['steering', 'drive_size', 'color', 'bodystyle', 'door', 'number_of_seats', 'color', 'transmission', 'fuel']","['Right', '2wheel drive', 'Gray', 'Sedan', '4', '5', 'Black', 'Automatic', 'Gasoline/Petrol']",d14
9205,ID_15498,2017 Nissan Maxima 3.5 SV Sedan,"['network', 'roadside_assistance_coverage', 'rear_hiproom', 'display', 'cylinder_layout', 'seat', 'rear_hiproom', 'height', 'rear_hiproom', 'suspensionhandlingfront_tires', 'specs_and_dimensionscompression_ratio', 'rear_hiproom', 'rear_tires', 'seat', 'engine_displacement', 'corrosion_perforation_warranty', 'fuel', 'rear_hiproom', 'seats_and_trim', 'interior_cargo_volume', 'rear_hiproom', 'powertrain_warranty', 'height', 'torque', 'interior_cargo_volume', 'wheelbase', 'engine_location', '1st_row_lcd_monitors', 'rear_hiproom', 'horsepower', 'drive_size', 'number_of_valves', 'rear_hiproom', 'amfm_radio', 'fuel']","[': Bluetooth, MP3 decoder', ': 36 months/36,000miles', ': 869mm (34.2"")', ': analog, Variably intermittent wipers', ': V-6', ': 5', ': 1,001mm (39.4"")', ': 1,859mm (73.2"")', ': 1,415mm (55.7"")', ': 245/45VR18.0', ': 10.60 to 1', ': 1,143mm (45.0"")', ': 245/45VR18.0', ': bench', ': 3.5 L', ': 60 months/ unlimited distance', ': Premium Unleaded', ': 1,377mm (54.2"")', 'Heated front seats', ': 405 L (14 cu.ft.)', ': 932mm (36.7"")', ': 60 months/60,000miles', ': 1,435mm (56.5"")', ': 261 lb.-ft. @ 4,400RPM', ': 405 L (14 cu.ft.)', ': 2,776mm (109.3"")', ': front', ': 2', ': 1,359mm (53.5"")', ': 300hp @ 6,400RPM', ': front-wheel', ': 24', ': 1,440mm (56.7"")', ': SiriusXM', ': 18.0gal.']",d14
13065,ID_2215,2014 Nissan Altima 2.5 SL Sedan,"['seat', 'network', 'engine_displacement', '1st_row_lcd_monitors', 'corner_radius', 'rear_hiproom', 'cylinder_layout', 'seat', 'rear_hiproom', 'electronic_stability', 'height', 'front_dual_zone_ac', 'rear_hiproom', 'rear_hiproom', 'height', 'specs_and_dimensionscompression_ratio', 'engine_location', 'seat', 'fuel', 'engine_liters', 'interior_cargo_volume', 'rear_hiproom', 'color', 'height', 'torque', 'horsepower', 'temperature_control_type', 'interior_cargo_volume', 'wheelbase', 'rear_tires', 'rear_hiproom', 'horsepower', 'drive_size', 'seats_and_trim', 'rear_hiproom', 'amfm_radio', 'suspensionhandlingfront_tires', 'fuel', 'number_of_valves', 'gvwr']","[': bucket', ': Bluetooth, MP3 decoder', ': 2.5 L', ': 2', "": 5.7m (18.7')"", ': 917mm (36.1"")', ': I-4', ': 5', ': 1,372mm (54.0"")', 'Leather upholstery', ': 1,829mm (72.0"")', 'Speed sensitive wipers', ': 1,433mm (56.4"")', ': 1,143mm (45.0"")', ': 4,864mm (191.5"")', ': 9.60 to 1', ': front', ': bench', ': Regular Unleaded', ': 2.5, Sequential multi-point fuel injection', ': 436 L (15 cu.ft.)', ': 942mm (37.1"")', 'Super Black', ': 1,471mm (57.9"")', ': 180 lb.-ft. @ 4,000RPM', ': 182hp @ 6,000RPM', 'Wireless phone connectivity', ': 436 L (15 cu.ft.)', ': 2,776mm (109.3"")', ': 215/55VR17.0', ': 1,323mm (52.1"")', ': 182hp @ 6,000RPM', ': front-wheel', 'Heated front seats', ': 1,433mm (56.4"")', ': SiriusXM', ': 215/55VR17.0', ': 18.0gal.', ': 16', ': 1,910kg (4,211lbs)']",d14
14625,ID_12496,2006 Nissan Wingroad,"['steering', 'drive_size', 'color', 'bodystyle', 'door', 'number_of_seats', 'color', 'transmission', 'fuel']","['Right', '2wheel drive', 'Gray', 'Wagon', '5', '5', 'Blue', 'Automatic', 'Gasoline/Petrol']",d14
15410,ID_18279,"Details about 2017 MONDRAKER DUNE ALU 27.5"" 160MM ENDURO MTB - EX-DISPLAY - MEDIUM","['type', 'brake_type', 'frame', 'suspension', 'number_of_gears', 'frame_size']","['Mountain Bike', 'Disc Brakes - Hydraulic', 'Aluminium', 'Front & Rear (Full)', '11', 'M']",d14
7218,ID_15949,Details about Commencal Supreme Dh Downhill Mtb Size M With EXTRAS,"['frame_size', 'brake_type', 'suspension']","['M', 'Disc Brakes - Hydraulic', 'Front & Rear (Full)']",d14
1659,ID_7950,2014 Mazda Mazda3 i Touring Hatchback,"['bumpers', 'fuel', 'engine_displacement', 'rear_hiproom', 'corner_radius', 'seat', 'color', 'cylinder_layout', 'engine_location', 'wheelbase', 'door_mirrors', 'rear_hiproom', 'seats_and_trim', 'drive_size', 'fuel', 'height', 'number_of_valves', 'transmission', 'seat']","[': body-color, Heated door mirrors', ': Regular Unleaded', ': 2.0 L', ': 1,072mm (42.2"")', "": 5.3m (17.4')"", ': 5', 'BLACK', ': I-4', ': front', ': 2,700mm (106.3"")', ': body-color', ': 1,359mm (53.5"")', 'Leather shift knob', ': front-wheel', ': 13.2gal.', ': 1,796mm (70.7"")', ': 16', ': 6 speed automatic, Variable valve control', ': bench']",d14
1658,ID_8057,2016 Nissan GT-R Coupe,"['bumpers', 'fuel', 'cylinder_layout', 'engine_location', 'door_mirrors', '1st_row_lcd_monitors', 'seats_and_trim', 'drive_size', 'fuel', 'amfm_radio', 'number_of_valves']","[': body-color, Heated door mirrors', ': Premium Unleaded', ': V-6', ': front', ': body-color', ': 1', 'Leather shift knob, Heated front seats', ': all-wheel drive, Limited slip differential', ': 19.5gal.', ': SiriusXM', ': 24']",d14
9313,ID_18070,"Steampunk ""Siddhartha Pod"" Lantern","['number_of_bulbs', 'type', 'style_type', 'suspension', 'essential_properties', 'price', 'lamp_type']","['5', 'Chain-hung', 'Transitional', 'Single', 'Artisan, Handmade, One-of-a-kind', 'Get Price', 'Incandescent']",d14
9305,ID_10981,Luce mini pendant,"['number_of_bulbs', 'style_type', 'suspension', 'essential_properties', 'price', 'lamp_type']","['1', 'Transitional', 'Single', 'Handmade', 'Get Price', 'Incandescent']",d14
14622,ID_14274,2002 Nissan Caravan Bus,"['steering', 'drive_size', 'color', 'bodystyle', 'door', 'color', 'transmission', 'fuel']","['Right', '2wheel drive', 'Gray', 'Wagon', '4', 'White', 'Automatic', 'Gasoline/Petrol']",d14
14623,ID_606,2007 Nissan Tiida,"['steering', 'drive_size', 'color', 'bodystyle', 'door', 'number_of_seats', 'color', 'transmission', 'fuel']","['Right', '2wheel drive', 'Beige', 'Hatchback', '5', '5', 'Other', 'Automatic', 'Gasoline/Petrol']",d14
14630,ID_10592,2007 Nissan Tiida Latio,"['steering', 'drive_size', 'door', 'comment', 'color', 'bodystyle', 'number_of_seats', 'color', 'transmission', 'fuel']","['Right', '2wheel drive', '4', '-', '-', 'Sedan', '5', 'Pearl', 'Automatic', 'Gasoline/Petrol']",d14
9206,ID_14265,2017 Mitsubishi Mirage GT Hatchback,"['network', 'seat', 'rear_hiproom', 'door_mirrors', 'specs_and_dimensionscompression_ratio', 'seat', 'fuel', 'seats_and_trim', 'bumpers', 'rear_hiproom', 'engine_location', '1st_row_lcd_monitors', 'drive_size', 'rear_hiproom']","[': Bluetooth, MP3 decoder, AM/FM radio', ': 5', ': 993mm (39.1"")', ': body-color', ': 10.50 to 1', ': bench', ': Regular Unleaded', 'Leather shift knob, Heated front seats', ': body-color', ': 947mm (37.3"")', ': front', ': 1', ': front-wheel', ': 1,313mm (51.7"")']",d14
14629,ID_14578,2008 Nissan March,"['steering', 'drive_size', 'dimension', 'color', 'bodystyle', 'door', 'number_of_seats', 'color', 'transmission', 'fuel']","['Right', '2wheel drive', '374cm×167cm×153cm=9.56m³', 'Beige', 'Hatchback', '5', '5', 'Other', 'Automatic', 'Gasoline/Petrol']",d14
14627,ID_5160,2008 Nissan Cube,"['steering', 'drive_size', 'color', 'bodystyle', 'door', 'number_of_seats', 'color', 'transmission', 'fuel']","['Right', '2wheel drive', 'Red', 'Hatchback', '5', '5', 'Brown', 'Automatic', 'Gasoline/Petrol']",d14
14626,ID_14835,2010 Nissan Juke,"['steering', 'drive_size', 'color', 'bodystyle', 'door', 'number_of_seats', 'color', 'transmission', 'fuel']","['Right', '2wheel drive', '-', 'SUV', '5', '5', 'Pearl', 'CVT', 'Gasoline/Petrol']",d14
7458,ID_10897,Souldern™ 3 light Chandelette®,"['glass_type', 'number_of_bulbs', 'color_finish', 'style_type', 'suspension', 'price', 'lamp_type']","['Frosted / Etched', '3', 'Bronze', 'Traditional', 'Stem / Pole', 'Get Price', 'Incandescent']",d14
14628,ID_951,2009 Nissan SKYLINE CROSSOVER,"['steering', 'drive_size', 'color', 'bodystyle', 'door', 'number_of_seats', 'color', 'transmission', 'fuel']","['Right', '2wheel drive', 'Gray', 'Hatchback', '5', '5', 'Silver', 'Automatic', 'Gasoline/Petrol']",d14
1661,ID_12497,Nissan of LaGrange,"['bumpers', 'seat', 'network', 'corner_radius', 'color', 'cylinder_layout', 'seat', 'rear_hiproom', 'roadside_assistance_coverage', 'passenger_volume', 'door_mirrors', 'height', 'engine', 'rear_hiproom', 'rear_hiproom', 'height', 'specs_and_dimensionscompression_ratio', 'engine_location', 'seat', 'engine_displacement', 'corrosion_perforation_warranty', 'fuel', 'rear_hiproom', 'seats_and_trim', 'interior_cargo_volume', 'rear_hiproom', 'powertrain_warranty', 'color', 'height', 'rear_hiproom', 'interior_cargo_volume', 'wheelbase', '1st_row_lcd_monitors', 'rear_hiproom', 'drive_size', 'number_of_valves', 'rear_hiproom', 'fuel', 'gvwr', 'transmission']","[': body-color', ': bucket', ': Bluetooth, MP3 decoder, AM/FM radio', "": 5.7m (18.7')"", 'CHARCOAL', ': I-4', ': 5', ': 1,016mm (40.0"")', ': 36 months/36,000miles', ': 2,885L (101.9 cu.ft.)', ': body-color', ': 1,829mm (72.0"")', '3.5L V-6 cyl', ': 1,433mm (56.4"")', ': 1,143mm (45.0"")', ': 4,874mm (191.9"")', ': 10.30 to 1', ': front', ': bench', ': 2.5 L', ': 60 months/ unlimited distance', ': Regular Unleaded', ': 1,372mm (54.0"")', 'Leather shift knob', ': 436 L (15 cu.ft.)', ': 942mm (37.1"")', ': 60 months/60,000miles', 'Super Black', ': 1,473mm (58.0"")', ': 917mm (36.1"")', ': 436 L (15 cu.ft.)', ': 2,776mm (109.3"")', ': 2', ': 1,323mm (52.1"")', ': front-wheel', ': 16', ': 1,433mm (56.4"")', ': 18.0gal.', ': 1,917kg (4,226lbs)', 'Variable']",d14
16943,ID_12377,Electro-Voice ND66 Condenser Cardioid Instrument Microphone,"['wiredwireless', 'polar_pattern', 'connector']","['Wired', 'Cardioid', '3-pin XLR']",d15
1992,ID_1706,Electro-Voice RE90H Cardioid Pattern Hanging Microphone,"['case_material', 'polar_pattern', 'wiredwireless', 'connector']","['Steel', 'Cardioid', 'Wired', '3-pin XLR']",d15
4562,ID_17472,Neumann TLM 102 NI,"['connector', 'polar_pattern', 'color']","['XLR', 'Cardioid', 'Satin Nickel']",d15
11128,ID_7643,Audix ADX51 Studio Cardioid Condenser Instrument Microphone and XLR Cable,['polar_pattern'],['Cardioid'],d15
11129,ID_8486,Melamount MM-IPADAIR2 Video Stabilizer Pro Multimedia Rig for Apple iPad Air 2 with LED Light + Microphone + Tripod + Wide/Tele Lens Kit,['polar_pattern'],['Omni-directional'],d15
11130,ID_8166,JK JK® MIC-J 060 Headset Microphone Headworn Microphone For AKG Samson Wireless Transmitter,['polar_pattern'],['Omnidirectional'],d15
11131,ID_8576,Audix CX112 Large diaphragm Studio Mic,['polar_pattern'],['Cardioid'],d15
11132,ID_17401,Shure Beta 57A Wired Dynamic Microphone,['polar_pattern'],['Supercardioid'],d15
11133,ID_9230,RTS MCP-90-8 Microphone,"['polar_pattern', 'wiredwireless', 'color']","['Cardioid', 'wired', 'black']",d15
16942,ID_384,"Electro-Voice PL35 Dynamic Tom, Snare & Instrument Microphone","['wiredwireless', 'polar_pattern']","['Wired', 'Supercardioid']",d15
1528,ID_780,"Tube Cleaner- 0.8""x20"", Pink","['bristle_material', 'color']","['Polyester', 'Pink']",d16
1932,ID_14837,"Procter & Gamble Dustall Dusters, Nylon, 7 1/2"" Duster, White, 10/Carton","['carton_pack_quantity', 'bristle_material']","['12', 'Nylon']",d16
10021,ID_13444,Oral-B® Pro 5000 SmartSeries Power Rechargeable Electric Toothbrush with Bluetooth Connectivity - PG-6952,"['package_quantity', 'bristle_material', 'power_source']","['1', 'Nylon', 'Battery-powered']",d16
2364,ID_11971,"Tube Brush w/o Handle, 6-1/2""L, Stiff","['chemical_resistant', 'bristle_material']","[': Yes', ': Polyester']",d16
2365,ID_9998,"Tube and Valve Brush, 19-5/8""L, Medium","['chemical_resistant', 'bristle_material']","[': Yes', ': Polyester']",d16
2366,ID_15370,"Tube Brush, 12-1/5""L, Stiff","['chemical_resistant', 'bristle_material']","[': Yes', ': Polyester']",d16
3772,ID_19045,"Vikan 16"" UST Deck Scrub- Stiff, Purple","['color', 'bristle_material']","['Purple', 'Polyester']",d16
3773,ID_15536,BRUSH HAND VIKAN 28/41923 BLUE 250MM,"['color', 'bristle_material', 'handle_material', 'min_order']","['Blue', 'Polyester', 'Polypropylene', '1']",d16
3774,ID_728,Weiler Vortec Pro Strip Brooms 804-25295,"['color', 'bristle_material', 'pack_of']","['Brown', 'Polypropylene', '1EA']",d16
3804,ID_8075,Scrub Brush,"['color', 'chemical_resistant', 'bristle_material', 'handle_material']","['Blue', 'Yes', 'Polyester', 'Polypropylene']",d16
5420,ID_10563,"2005 MACK SUPER-LINER for sale $75,000","['drive', 'category', 'listing_type']","['6x4', 'Semi Conventional', 'Used']",d17
7660,ID_15896,"2018 Burling Street, Unit 101","['heating', 'full_baths', 'bedrooms', 'water', 'listing_type', 'property_type']","['Gas, Forced', '1', '2', 'Public', 'sold', 'Single Family Home']",d17
7414,ID_1832,739 MICHIGAN Avenue,"['full_baths', 'exterior', 'bedrooms', 'listing_type', 'water', 'property_type']","['2', 'Less Than .25 Acre', '5', 'sold', 'Lake Michigan', 'Single Family Home']",d17
7392,ID_9427,2010 HINO RK - 50 SEATER SCHOOL / CHARTER BUS for sale,"['fuel_type', 'listing_type', 'seat']","['Diesel', 'Used', 'Fixed Coach']",d17
5433,ID_12094,"2012 IVECO STRALIS for sale $90,000","['drive', 'listing_type', 'category']","['6x4', 'Used', 'Semi Cabover']",d17
5432,ID_8007,"MACK TRIDENT for sale $149,000","['drive', 'listing_type', 'category']","['6x4', 'Used', 'Rigid']",d17
5431,ID_17714,"2013 ISUZU FXY1500 LONG 1500 for sale $209,000","['drive', 'listing_type', 'category']","['4x2', 'Used', 'Rigid']",d17
5430,ID_18197,2012 ISUZU NPR200 AMT N series for sale,"['drive', 'listing_type', 'category']","['4x2', 'Used', 'Rigid']",d17
269,ID_3995,"2011 TOYOTA COASTER for sale $71,000","['application', 'fuel_type', 'listing_type']","['Charter', 'Diesel', 'Used']",d17
5421,ID_10626,2014 UD CW 26 380 QUON for sale,"['drive', 'category', 'listing_type']","['6x4', 'Rigid', 'Used']",d17
5423,ID_7539,"2008 HINO 500 SERIES - GD 1227 for sale $64,900","['drive', 'category', 'listing_type']","['4x2', 'Rigid', 'Used']",d17
5422,ID_6479,"KENWORTH T350 for sale $85,000","['drive', 'category', 'listing_type']","['6x4', 'Rigid', 'Used']",d17
8491,ID_6559,2008 WESTERN STAR 6900XD 6X6 for sale,['listing_type'],['Used'],d17
16146,ID_3923,iSK HD-9999,"['views', 'listing_type']","['91', 'Business']",d17
8509,ID_4020,LG Smart 2d WiFi Blu-ray Disc Drive,"['listing_type', 'year', 'views']","['Private', '2017', '61']",d17
8508,ID_12171,iPod Touch 16GB gen 4 near mint,"['listing_type', 'year', 'views']","['Private', '2012', '33']",d17
8490,ID_14528,C&C guinea pig cage liners,['listing_type'],['Private'],d17
8506,ID_11690,DRIVEN- HotRod & Classic Engine Oil,"['listing_type', 'views']","['Business', '53']",d17
8505,ID_1525,Sonnet Echo Express with UAD 2 card,"['listing_type', 'views']","['Private', '36']",d17
8504,ID_8720,2016 KTM 150 SX,"['listing_type', 'transmission', 'views']","['Business', '6-speed', '23']",d17
8503,ID_9212,"2016 LDV G10 Cargo Van for sale $25,690","['listing_type', 'transmission', 'drive']","['New', 'Manual', '4x2']",d17
8502,ID_5840,"1969 KENWORTH K120 for sale $25,000","['listing_type', 'drive', 'category']","['Used', '6x4', 'Semi Cabover']",d17
8507,ID_8234,Mirage 6 x 12 Enclosed Cargo - Barn,"['listing_type', 'views']","['Business', '36']",d17
8489,ID_3306,Rustic Veracruz Coffee Table,['listing_type'],['Business'],d17
8501,ID_15854,"1996 ISUZU FSR550 for sale $40,000","['listing_type', 'drive', 'category']","['Used', '4x2', 'Rigid']",d17
8492,ID_18694,"CATERPILLAR 773B for sale $350,000",['listing_type'],['Used'],d17
8494,ID_10536,Burley Bike Pet Trailer Tail Wagon,['listing_type'],['Business'],d17
8495,ID_4606,2006 HINO GH RANGER PRO 10 for sale,"['listing_type', 'category']","['Used', 'Rigid']",d17
8493,ID_10796,"2017 YUCHAI YCD55 for sale $92,000",['listing_type'],['New'],d17
8497,ID_6868,2001 MACK VALUELINER CH98B for sale,"['listing_type', 'category', 'drive']","['Used', 'Rigid', '6x4']",d17
8498,ID_18335,"2008 MACK SUPER-LINER New Breed for sale $115,000","['listing_type', 'category', 'drive']","['Used', 'Semi Conventional', '6x4']",d17
8499,ID_7258,"2013 WESTERN STAR 6964 FXC for sale $169,000","['listing_type', 'category', 'drive']","['Used', 'Semi Conventional', '6x4']",d17
8500,ID_10775,2009 CATERPILLAR 775F for sale POA,"['listing_type', 'drive']","['Used', '4x2']",d17
8496,ID_5258,"2006 MACK SUPER-LINER LT for sale $150,000","['listing_type', 'category']","['Used', 'Semi Conventional']",d17
5088,ID_377,Marc EckoE14539G4 Brown/Black Chronograph Watch,"['dial_shape', 'strap_color', 'dial_color', 'strap_type']","['Round', 'Brown', 'Black', 'Leather']",d3
