,title,specs
884,LOCAL LION 33L Multi-function Handlebag Backpack Travel Bag for Camping Hiking,{'type': 'Backpack'}
885,LOCAL LION 33L Multi-function Handlebag Backpack Travel Bag for Camping Hiking,{'type': 'Backpack'}
886,LOCAL LION 33L Multi-function Handlebag Backpack Travel Bag for Camping Hiking,{'type': 'Backpack'}
887,Olympus LC-62D Lens Cap,{'color': 'black'}
888,Hexagonal Lantern,"{'glass_type': 'Clear', 'number_of_bulbs': '2', 'color_finish': 'Black', 'general_style': 'Traditional', 'price': 'This product has been discontinued', 'lamp_type': 'Incandescent'}"
889,The Orchardist: A Novel,{'hardcover': '448 pages'}
890,"Minox ZV 3 3-9X50 Riflescope PLEX Reticle 1"" Aluminum Tube Nitrogen Filled Black 66505",{'department': 'Optics › Scopes'}
891,"Minox ZV 3 3-9X50 Riflescope PLEX Reticle 1"" Aluminum Tube Nitrogen Filled Black 66505",{'department': 'Optics › Scopes'}
892,"Minox ZV 3 3-9X50 Riflescope PLEX Reticle 1"" Aluminum Tube Nitrogen Filled Black 66505",{'department': 'Optics › Scopes'}
893,1200 lb. Capacity Platform Dolly,"{'product_information': '5 In Stock', 'wheels_included': 'Yes', 'handle_type': 'Short straps', 'product_type': 'Platform dolly', 'foldable': 'Yes', 'frame_material': 'Metal'}"
894,Elite Corsa Team 550ml Water Bottle,"{'interest': 'Road Cyclist', 'level': 'Regular', 'age': '25-34'}"
895,Elective Affinities,{'format': 'Paperback'}
896,Rose Shell Embroidered Top,{'color': 'White'}
897,"Rubbermaid Unbreakable 3-Pocket Wall File, Letter, Clear","{'number_of_pieces': '1', 'color': 'Clear'}"
898,"Rubbermaid Unbreakable 3-Pocket Wall File, Letter, Clear","{'number_of_pieces': '1', 'color': 'Clear'}"
899,Read-Right Path Kleen Wipes,{'colors': 'White'}
900,Class of '76 [DVD] [2005],"{'number_of_discs': '1', 'format': 'PAL'}"
901,"Smiffy's Tights Striped - Black and White, Age 6-12 Years (B001PSE99Y | 30656 | 787793703713)","{'product_group': 'Toy', 'package_quantity': '1', 'binding': 'Toy', 'color': 'white'}"
902,Front Control Dishwasher in Stainless Steel,"{'certifications_and_listings': '1-UL Listed', 'energy_efficiency_tier_rating': 'Tier I', 'colorfinish': 'Stainless Steel', 'door_style': 'Front Control', 'appliance_type': 'Dishwasher', 'colorfinish_family': 'Stainless', 'control_type': 'Electronic', 'amperage_amps': '15', 'returnable': 'Non-Returnable'}"
903,APC / Schneider Electric - 12359-10M - APC 10m LC to SC 50/125 MM Dplx PVC - Fiber Optic for Network Device - 32.80 ft - 2 x LC Male Network - 2 x SC Male Network - 50/125 µm - Orange,"{'connector_on_second_end': '2 x SC Male Network', 'corecladding_diameter': '50/125 µm', 'cable_type': 'Fiber Optic', 'environmental_certification': 'RoHS', 'connector_on_first_end': '2 x LC Male Network', 'http': '//www.apc.com', 'features': 'Zip Cord', 'color': 'Orange'}"
904,"ZAGG ZAGGkeys Keyboard/Cover Case for iPad Air - White, Silver Item # 604350","{'applicationusage': 'iPad Air', 'compatibility': 'Apple - iPad Air'}"
905,Comprehensive Pro AV/IT Active USB A Male to B Male Cable,"{'connector_on_second_end': '1 x Type B Male USB 2.0 USB', 'product_line': 'Pro AV/IT', 'cable_type': 'USB', 'connector_on_first_end': '1 x Type A Male USB 2.0 USB', 'http': '//www.comprehensivecable.com', 'features': 'Molded'}"
906,Fellowes Protects screen from fingerprints and scratches,"{'http': '//www.fellowes.com', 'product_type': 'Screen Protector', 'color': 'Clear'}"
907,Roundup Weedkiller Gel 150ml,"{'assembly': 'No', 'washable': 'NA', 'colour': 'NA', 'capacity': 'NA', 'power': 'NA', 'age': 'NA', 'coverage': 'NA'}"
908,"STOUT Multiuse Bags - 56 gal - 49"" x 43"" - 1.50 mil (38 Micron) Thickness - 100/Carton - Brown","{'recycled_content': '30%', 'post-consumer-waste': '100%', 'assembly_required': 'No'}"
909,"Cooper B-Line 16126RHC Enclosure, NEMA 3R, Hinge Cover, 16 x 12 x 6"", Steel",{'mfr': 'Cooper B-Line'}
910,"AddOn Dell 407-BBOR Compatible TAA compliant 1000Base-SX SFP Transceiver (MMF, 850nm, 550m, LC)",{'warranty': 'Limited Warranty: Lifetime'}
911,StarTech.com 100 ft White Snagless Cat6 UTP Patch Cable Item # 449322,"{'connector': 'RJ-45 - male', 'connector_on_second_end': '1 x RJ-45 Male Network', 'connector_on_first_end': '1 x RJ-45 Male Network', 'color': 'white', 'cable_type': 'Category 6'}"
912,Telemecanique Sensors XMLR010G2P06,"{'type': ':, Pressure Switch', 'connection_type': ':, M12 - 4 pin Male', 'brandseries': ':, XMLR Series'}"
913,Telemecanique Sensors XMLR010G2P06,"{'type': ':, Pressure Switch', 'connection_type': ':, M12 - 4 pin Male', 'brandseries': ':, XMLR Series'}"
914,Minka-Lavery City Club Three-Light Mini Chandelier in Dark Brushed Bronze,"{'bulbwatt': '3 - 100 watt Medium Base bulbs', 'finish': 'Bronze'}"
915,"Sandvik Coromant 266RFG-204D CoroThread 266 Shank Tool for Thread Turning, 6"" Overall Length, 1.5"" Function Width",{'availability': 'In Stock'}
916,Pete the Cat's Groovy Guide to Life,"{'x-ray': 'Not Enabled', 'print_length': '48 pages', 'sold_by': 'HarperCollins Publishers', 'lending': 'Not Enabled'}"
917,Pete the Cat's Groovy Guide to Life,"{'x-ray': 'Not Enabled', 'print_length': '48 pages', 'sold_by': 'HarperCollins Publishers', 'lending': 'Not Enabled'}"
918,"Alba Botanica Natural Even Advanced Night Cream, 2.0 OZ","{'finish': 'Natural', 'age_group': 'Adult', 'age_range': '12 Years & Up', 'is_portable': 'Y', 'size': '1', 'form': 'Creams', 'color': 'Multi-Colored', 'count': '1'}"
919,"Alba Botanica Natural Even Advanced Night Cream, 2.0 OZ","{'finish': 'Natural', 'age_group': 'Adult', 'age_range': '12 Years & Up', 'is_portable': 'Y', 'size': '1', 'form': 'Creams', 'color': 'Multi-Colored', 'count': '1'}"
920,Samsung Galaxy S7 32GB G930V Verizon (Gold),"{'camera': 'Primary', 'protection': 'Corning Gorilla Glass 4', 'sim': 'Nano-SIM', 'radio': 'No', 'gprs': 'Yes', 'browser': 'HTML5', 'gps': 'Yes, with A-GPS, GLONASS', 'display': 'Type', 'gpu': 'Adreno 530', 'body': 'Dimensions', 'features': 'Sensors', 'memory': 'Card slot', 'edge': 'Yes', 'nfc': 'Yes', 'usb': 'microUSB v2.0, USB Host', 'java': 'No', 'platform': 'OS', 'network': 'Technology'}"
921,All New Triumph Street Triple Rs 765 £9900 With Low Rate Apr Available!,"{'colour': 'Silver,', 'gears': 'Six-speed manual', 'ships_to': 'Free Local Pickup,'}"
922,All New Triumph Street Triple Rs 765 £9900 With Low Rate Apr Available!,"{'colour': 'Silver,', 'gears': 'Six-speed manual', 'ships_to': 'Free Local Pickup,'}"
923,Flanged Gate Valve from India,{'specifications': '-'}
924,Brave Rooney,{'category': 'Books'}
925,Latitude Festival 2017,{'category': 'Music'}
926,DaDa Bedding Striped 200 Thread Count Cotton Flat Sheet Set,{'pattern': 'Stripes'}
927,"Grumbacher Bristlette Paint Brush, Size 10, Flat Bristle, Synthetic, Brown Item # 536689","{'paint_type': 'acrylic; oil', 'quantity': '1', 'color': 'brown'}"
928,Cambridge 3 Piece Luggage Set,"{'assembly_required': 'No', 'water_resistant': 'Yes', 'commercial_use': 'Yes', 'pattern': 'Solid', 'number_of_items_included': '3'}"
929,Adptr E4041 5675 4075 140.4MM OAL - SECO-65971,"{'type': 'Rotary', 'product_name': 'Adaptor'}"
930,2014 Volkswagen Beetle 2.50 Highline - Mississauga,"{'status': 'Stock Number', 'transmission': 'Doors', 'automatic': '---', 'black': 'Unknown'}"
931,LOT of 6 - Westinghouse EHD1020 Circuit Breaker 20A 277V 14K Cutler Hammer Eaton,"{'ships_to': 'US,'}"
932,Developing Drivers With The Windows Driver Foundation,{'format': 'Paperback'}
933,Hamilton Beach Easy Reach 6-Slice 31126 toaster,"{'digital_display': 'No', 'warranty': '1 yr'}"
934,The Ganja Kitchen Revolution: The Bible of Cannabis Cuisine,{'paperback': '228 pages'}
935,"RapcoHorizon ""Stage Series"" S40x8-50 40-Channel/8-Return Snake (50 Foot)","{'insulation': 'PVC', 'jacket': 'Matte PVC'}"
936,"RapcoHorizon ""Stage Series"" S40x8-50 40-Channel/8-Return Snake (50 Foot)","{'insulation': 'PVC', 'jacket': 'Matte PVC'}"
937,TIGI Bed Head Urban Anti-dote Recovery Shampoo & Conditioner Duo Damage Level 2 (25.36oz),"{'binding': 'Misc.', 'producttypename': 'BEAUTY', 'productgroup': 'Beauty'}"
938,"30mm Double 4ft 6"" Memory Foam Mattress Topper/Overlay","{'free_shipping': ', 30-Day Returns', 'ships_to': 'GB,'}"
939,Hardwire 120-Volt Inter-Connectable Smoke Alarm with Battery Backup (6-Pack),"{'commercial_residential': 'Commercial / Residential', 'included': 'Batteries', 'power_source': 'Hardwired'}"
940,Ben & Jerry's Euphori-Lock Ice Cream Pint Combination Lock Protector,"{'part_number': 'na', 'batteries_included': 'No', 'color': 'Black'}"
941,Ben & Jerry's Euphori-Lock Ice Cream Pint Combination Lock Protector,"{'part_number': 'na', 'batteries_included': 'No', 'color': 'Black'}"
942,"Aquor HH012B Frost-Free House Hydrant, 12 inch, Aquor Blue",{'finish': 'Polished Stainless Steel'}
943,Portable Sauna Steam Generator,"{'minimum_order_quantity': '1', 'price': 'negotiation', 'phase': '3', 'power_source': 'Electric', 'certification': 'CE'}"
944,J50 Riveted 10 Ft Roller Chain,{'construction': 'Steel'}
945,Furla SU 4834 Sunglasses,"{'lens_color': 'Brown', 'category': 'Sunglasses'}"
946,Replacement Notebook Battery for Toshiba Satellite A205-S7458 10.8 Volt Li-ion Advanced Pro Series Laptop Battery,{'color': 'Black'}
947,"Our service range includes a wide range of Amd Dual Core HP with 15inch LCD, Core 2 Duo CPU, New Pentium 4 CPU, Core 2 Duo New CPU, Dual Core CPU and C2D CPU & 15.6"" LED.",{'processor': 'Dual Core'}
948,3m Pg Flap Wheel-diameter: 6 Width: 1 Grit: 120,{'platform': 'eBay US'}
949,"GP Ultra Plus Alkaline AA, AAA, C Cell, D Cell and PP3 Batteries","{'chemistry': 'Alkaline', 'capacity': 'N/A'}"
950,Suits,{'measurements': 'Width at end 7.02 inches'}
951,Dell Venue 10 Pro Review,{'os': 'Windows 8.1'}
952,"LucidSound LS30 Wireless Universal Gaming Headset (Black) - PRO, PS4, Xbox One, PC, PS3, Xbox 360, Mobile Devices","{'package_quantity': '1', 'platform': 'PlayStation 4', 'binding': 'Video Game'}"
953,Star Wars The Black Series The Force Awakens Kylo Ren Unmasked,"{'character': 'Star Wars', 'color': 'Multi', 'age_range': '3 to 4 Years, 5 to 7 Years'}"
954,"Allied Machine & Engineering 152H-0112-SS AM200 Coated Super Cobalt 150 degree Structural Steel T-A Drill Insert, Series 2, 1-3/8"" Diameter (Pack of 2)",{'package_weight': '100 hundredths-pounds'}
955,Intermec Printhead Assembly,{'consumable_type': 'Printhead'}
956,‎SGFFR 25-60-4,"{'measurementtype': 'Inch', 'coolant': 'External'}"
957,Apple iPod nano 16GB - Blue,{'color': 'Blue'}
958,Luhrs 36 Convertible Best Price In The Market - 36',"{'year': '2002', 'drive_type': 'Direct Drive', 'year_built': '2002'}"
959,Blue Heaven Face Glow Liquid Make-Up & 502 Diamond Blush On Combo,{'product_category': 'Health & Beauty'}
960,2008 Infiniti EX35 3.50 AWD 4dr - Victoria,"{'status': 'Stock Number', 'transmission': 'Doors', 'automatic': '4'}"
961,2008 Infiniti EX35 3.50 AWD 4dr - Victoria,"{'status': 'Stock Number', 'transmission': 'Doors', 'automatic': '4'}"
962,"16"" Hairpin Legs (Raw Steel) ▫ Industrial Strength ▫ Mid Century Modern ▫ Set of 4 Table Legs",{'batteries_included': 'No'}
963,Brass Tap Adaptor from India,{'specifications': '-'}
964,Brass Tap Adaptor from India,{'specifications': '-'}
965,1/8HP LEESON 62RPM 180VDC RIGHT ANGLE GEARMOTOR M1135058,"{'protection': 'NOT', 'enclosure': 'TENV', 'frame': '34', 'csa': 'Yes', 'ul': 'Yes', 'type': 'DN', 'series': '13'}"
966,GINA LAURA Women's Tunika Mit Offenem Hemdkragen Blouse,"{'department': ""Women's"", 'binding': 'Apparel', 'productgroup': 'Apparel'}"
967,AX PARIS CONTRAST COAT - PINK,{'color': 'No'}
968,AX PARIS CONTRAST COAT - PINK,{'color': 'No'}
969,HYUNDAI I30 with 135943kms. Located in Hunter Region NSW,"{'fuel_consumption': '/100km', 'engine': 'L', 'model': 'I30', '0-100_kmh': 'n/a', 'price': '$9,990 EGC', 'release_date': '/', 'fuel_type': 'Unleaded', 'transmission': 'AUTOMATIC'}"
970,HYUNDAI I30 with 135943kms. Located in Hunter Region NSW,"{'fuel_consumption': '/100km', 'engine': 'L', 'model': 'I30', '0-100_kmh': 'n/a', 'price': '$9,990 EGC', 'release_date': '/', 'fuel_type': 'Unleaded', 'transmission': 'AUTOMATIC'}"
971,Iris IRIScan Anywhere 5 Sheetfed Scanner - 1200 dpi Optical - 12 - 12 - PC Free Scanning - USB - Turquoise,"{'optical_resolution': '1200 dpi', 'color': 'Turquoise'}"
972,Ideal Standard Silver two tap hole deck bath mixer tap Chrome Plated,{'finish': 'Chrome'}
973,Westinghouse 60cm Fixed Rangehood - White,"{'number_of_lights': '2', 'light_type': 'Incandescent', 'colour': 'White'}"
974,Remanufactured HP CN628AM (HP 971XL) inkjet cartridge - high capacity yellow,{'shelf_life': '3 years'}
975,2017 Mitsubishi Mirage GT Hatchback,"{'wireless_phone_connectivity': ': Bluetooth, MP3 decoder, AM/FM radio', 'max_seating_capacity': ': 5', 'front_headroom': ': 993mm (39.1"")', 'door_mirrors': ': body-color', 'specs_and_dimensionscompression_ratio': ': 10.50 to 1', 'rear_seats': ': bench', 'recommended_fuel': ': Regular Unleaded', 'seats_and_trim': 'Leather shift knob, Heated front seats', 'bumpers': ': body-color', 'rear_headroom': ': 947mm (37.3"")', 'engine_location': ': front', '1st_row_lcd_monitors': ': 1', 'drive_type': ': front-wheel', 'front_shoulder_room': ': 1,313mm (51.7"")'}"
976,Super C 1000 MG (120 Tablets),"{'serving_size': '1', 'form': 'Tablets'}"
977,Diamond Best: Country Bluegrass CD,{'discs': '1'}
978,TE 964971-1 Seal for Single Conductor 1.2mm Red,{'colour': 'Red'}
979,HP t610 PLUS Thin Client - AMD G-Series T56N Dual-core (2 Core) 1.65 GHz Item # 910280,"{'number_of_pci_express_x16_slots': '1', 'total_number_of_usb_ports': '6', 'processor_core': 'Dual-core (2 Core)', 'memory_standard': 'DDR3-1600/PC3-12800', 'number_of_total_expansion_slots': '2', 'operating_system': 'HP ThinPro', 'number_of_total_memory_slots': '2', 'memory_technology': 'DDR3 SDRAM', 'processor_type': 'G-Series', 'processor_model': 'T56N'}"
980,CorLiving Sandy Brown Outdoor Patio Umbrella,"{'usage': 'Exterior Wet', 'assembly': 'Some Assembly Required'}"
981,"Heavy Duty Chuck, 20mm Hole Dia., HSK125A","{'balanced_to_rpm': '25,000', 'for_use_with': 'Shrinking Tools', 'coolant_through': 'Yes'}"
982,"Heavy Duty Chuck, 20mm Hole Dia., HSK125A","{'balanced_to_rpm': '25,000', 'for_use_with': 'Shrinking Tools', 'coolant_through': 'Yes'}"
983,2012 Volkswagen Eos Exclusive Tdi Bluemotion Technology Diesel Manual,"{'transmission_type_manual': 'Valves: 16', 'fuel_type_diesel': 'Gears: 6'}"
984,baby Gap Strawberry Racerback Tank,"{'size': '4', 'color': 'Pink'}"
985,2002 Nissan Caravan Bus,"{'steering': 'Right', 'drive_type': '2wheel drive', 'interior_color': 'Gray', 'bodystyle1': 'Wagon', 'door': '4', 'exterior_color': 'White', 'transmission': 'Automatic', 'fuel': 'Gasoline/Petrol'}"
986,Wendy Williams Lounge Sweater with Hoodie,"{'sleeves': 'Long', 'size_choices': 'XS-XL; 1X-3X', 'care': 'Hand wash, dry flat'}"
987,aden by aden + anais Changing Pad Cover - Baby Star,{'package_quantity': '1'}
988,aden by aden + anais Changing Pad Cover - Baby Star,{'package_quantity': '1'}
989,Xbox Live £20 Credit [Xbox Live Download Code],{'ram': 'none specified'}
990,"Wholesale A4 pvc ring file binder/4"" pin binder folder/4 post binder folder",{'moq': '500pcs'}
991,Certified 2014 Honda Accord Sport Sedan in Burlington NC,"{'wireless_phone_connectivity': 'Bluetooth HandsFreeLink', 'front_legroom': '1,080mm (42.5"")', 'front': 'Recommended fuel:', 'regular_unleaded': 'Torque:'}"
992,7.3 cu. ft. Ultra Large Capacity High Efficiency Front Control SteamDryer w/ EasyLoad Door,"{'child_lock': 'Yes', 'reversible_door': 'Yes', 'energy_star': 'Yes'}"
993,G-Technology 4TB G-DRIVE THUNDERBOLT 3 SILV EXT (0G05363),"{'power_device': 'Power adapter', 'spindle_speed': '7200 rpm', 'compliant_standards': 'Plug and Play', 'product_color': 'Silver', 'power_source': 'Included AC adapter', 'specifications': 'Hard Drives Additional Specs'}"
994,How To Plan A CRusade,"{'published': '2016', 'format': 'Paperback'}"
995,NZXT Phantom Enthusiast USB3.0 Full Tower Case - Red,"{'main_colour': 'Red', 'power_supply': 'no', 'audio_output': '1x', 'usb': '2x', 'width': '200 - 300 mm'}"
996,Attached: The New Science of Adult Attachment and How It Can Help You Find-and Keep-Love,"{'x-ray': 'Enabled', 'print_length': '304 pages', 'sold_by': 'Penguin Group (USA) LLC', 'lending': 'Not Enabled'}"
997,White Pole Connector (10-Pack),"{'color_family': 'White', 'storage_product_type': 'Hardware', 'colorfinish': 'White'}"
998,UJI store,{'edition': '1 (2013)'}
999,UJI store,{'edition': '1 (2013)'}
1000,Thinline Neo Angle Shower Door,"{'price': 'Get Price', 'general_style': 'Traditional'}"
1001,Not Quite Perfect (Not Quite Series Book 5),"{'x-ray': 'Enabled', 'sold_by': 'Amazon Digital Services LLC', 'lending': 'Not Enabled'}"
1002,JBL 9/16 Inch X 28 Inch Pro Sling,{'quantity_in_basket': '0'}
1003,2 Mil Flat Poly Bags SHPPB519,{'color': 'Multi-Colored'}
1004,Sagebrook Home Large Gray Wood Lantern,{'usage': 'Interior Dry'}
1005,Buick Century 2.5L Automotive Starter Motor OE 24508847 ISO9001 Certification,"{'payment_terms': 'T/T, Western Union', 'minimum_order_quantity': '1', 'price': 'negotiation', 'certification': 'ISO9001', 'warranty': '6 Months', 'color': 'Black Silver'}"
1006,Volvo 940,"{'doors': '5', 'owners': '5'}"
1007,"2-Handle Claw Foot Tub Faucet with Diverter, Riser, 60 in. D Shower Ring and Showerhead in Oil Rubbed Bronze","{'certifications_and_listings': 'ADA Compliant', 'included_components': 'No Additional Items', 'number_of_faucet_handles': 'Double Handle', 'color_family': 'Bronze', 'colorfinish': 'Oil Rubbed Bronze', 'features': 'No Additional Features', 'handle_type': 'Lever'}"
1008,Rainbow Light Iron - Plant Sourced - Certified Organics - 50 Veg Capsules,{'pack_of_': '1'}
1009,A3 Tdi Sport Saloon 2.0 Manual Diesel (2015),"{'technical': 'Emissions105 (g/km)', 'interior': 'Seats5', 'previous_owners': '1', 'fuel': 'TypeDiesel, Economy70.6 mpg', 'exterior': 'Doors4, ColourRed, Body typeSaloon'}"
1010,Philadelphia Marlboro Sofa,"{'type': 'Standard Sofa', 'skirt_base_style': 'Exposed Leg', 'general_style': 'Traditional', 'essential_properties': 'Reproduction', 'price': 'Get Price', 'arm_style': 'Rolled Arm', 'seat_style': 'Bench Seat'}"
1011,Quantum DLTtape 800GB/1.6TB DLT S4 Tape Cartridge,{'product_type': 'Data Cartridge'}
1012,Sebo 91641GB E3 Premium Bagged Cylinder Vacuum Cleaner - 700W,{'colour': 'White'}
1013,Keyword: 1 11/16 Combination Wrench,"{'function': 'Suction,Sweep', 'battery_type': 'Li-ion'}"
1014,"Encad Novajet 750/700 Printer Parts,Mainboard ,Carridge Board , Belt,bushing copper..","{'product_group': '-', 'fob_price': 'Get Latest Price'}"
1015,"I Should Be Dead: My Life Surviving Politics, TV, and Addiction",{'hardcover': '304 pages'}
1016,"The Collectible Cars ""Share and View"" Photo Gallery","{'value': 'Less than $30,000', 'year': '1988', 'transmission_type': 'Manual', 'engine_type': '6 Cylinder'}"
1017,Knee length skirt,{'measurements': 'Length 22.23 inches'}
1018,74GB 10K SATA 8MB WD740GD REF WD740GD,"{'packaging': 'Bare Drive', 'form_factor': ""3.5'""}"
1019,Long dress,{'short_dress': 'Sweatshirt'}
1020,17.5 cu. ft. Top Freezer Refrigerator in White,"{'icewater_dispenser': 'No', 'certifications_and_listings': '1-UL Listed', 'number_of_freezer_shelves': '1', 'returnable': 'Non-Returnable', 'defrost_type': 'Frost Free', 'color-appliance_cabinet': 'White', 'energy_efficiency_tier_rating': 'Not CEE rated', 'number_of_fresh_food_shelves': '3', 'freezer_door_type': 'Swing Door', 'temperature_control_type': 'Internal analog', 'family': 'White Refrigerator Width (In.)', 'refrigerator_type': 'Freestanding', 'shelf_material-freezer': 'Wire', 'counter_depth_yesno': 'No', 'number_of_doors': '2', 'appliance_type': 'Top Freezer Refrigerator', 'colorfinish': 'White', 'energy_star_certified': 'No', 'ice_maker': 'None', 'colorfinish_family': 'White'}"
1021,Robust Modulation Methods and Smart Antennas in Wireless Communications,"{'pages': '304', 'edition': '1st Book'}"
1022,Premier Copper Products Hand Hammered Copper 18-Inch Lazy Susan,"{'finish': 'Copper', 'color': 'Oil Rubbed Bronze'}"
1023,2016 TOYOTA TUNDRA SPECIFICATIONS,"{'fuel_type': 'Unleaded Regular', 'drivetrain': 'RWD'}"
1024,Eyesaline® Eye Wash Station Refill,{'package_qty': '12'}
1025,AMV7098AZ : Contour Blood Glucose System by Bayer,"{'quantity': '50', 'latex_free': 'Yes'}"
1026,Elements of Design Elizabeth Polished Brass Toilet Paper Holder,{'finish': 'Polished Brass'}
1027,CHEVROLET MATIZ,"{'space_saver': 'True', 'max_roof_load': '50', 'alloys': 'False', 'height': '1500', 'tyre_size_spare': 'SPACE SAVER', 'turning_circle-kerb_to_kerb': '9.2', 'no_of_seats': '5', 'max_towing_weight-braked': '600', 'max_towing_weight-unbraked': '400', 'fuel_tank_capacity_litres': '35', 'max_loading_weight': '475'}"
1028,"Adaptec 6405E 4-port SAS RAID Controller - Serial Attached SCSI (SAS), Serial...","{'host_interface': 'PCI Express 2.0 x1', 'form_factor': 'Plug-in Card', 'product_type': 'SAS Controller', 'environmental_certification': 'REACH'}"
1029,One World Micro Jersey Short Sleeved Cold Shoulder Printed Maxi Dress,{'neckline': 'V-Neck'}
1030,US Department of Labor Employment Workshop Participant Guide: Transition from Military to Civilian Workforce,"{'lending': 'Not Enabled', 'x-ray': 'Not Enabled', 'print_length': '304 pages', 'sold_by': 'Amazon Digital Services LLC'}"
1031,VSSL Supplies - Essential Camping Gear for the Outdoors,{'size': 'One Size'}
1032,Universal Hanging Box Bottom File Pockets,{'size': 'Letter'}
1033,Mercedes-Benz S-Class Convertible Petrol 2 Doors,"{'transmission': 'Automatic', 'wheel_drive': 'Rear Wheel Drive', 'insurance_group': 'No details available', 'top_speed': '155 mph', 'fuel_type': 'Petrol', 'no_of_seats': '4 - 5', 'no_of_doors': '2'}"
1034,Sandvik Coromant TNMM 544-HR 4315 Carbide Insert (Pack of 10),"{'package_weight': '20 hundredths-pounds', 'package_dimensions': '375 x 163 x 50 hundredths-inches'}"
1035,Bonsny Elephant Necklace Acrylic Long Chain Pendant News Accessories Animal Collar Colorful Design Girls Fashion Jewelry,"{'metals_type': 'Zinc Alloy', 'shapepattern': 'Animal', 'item_type': 'Necklaces'}"
1036,2 cu. ft. Expand and Plant Organic Complete Mix Coco Sheets,"{'package_quantity': '1', 'organic': 'Yes'}"
1037,"2017 Chrysler Pacifica $31,325","{'features': 'Rear View Camera', 'transmission': 'Automatic', 'mileage': '9', 'color': 'Blue'}"
1038,Belkin 8 Outlet Pivot Plug Surge Suppressor,"{'service_support': 'Limited lifetime warranty', 'service_support_details': 'Limited warranty, lifetime', 'input_connectors': '1'}"
1039,Bearing False Witness: Debunking Centuries of Anti-Catholic History,{'hardcover': '280 pages'}
1040,Blue Sea Beach Resort,"{'year_built': '1975', 'year_last_renovated': '2011', 'check_in_time': '12:00 PM', 'check_out_time': '12:00 PM'}"
1041,Blue Sea Beach Resort,"{'year_built': '1975', 'year_last_renovated': '2011', 'check_in_time': '12:00 PM', 'check_out_time': '12:00 PM'}"
1042,Spectacular Rover Mini MPI Only 5600 Miles From New! 1998 (1998),"{'technical': 'Emissions164 (g/km)', 'interior': 'Seats4', 'previous_owners': '-'}"
1043,New Impossibilities,{'number_of_discs': '1'}
1044,HP t520 Thin Client - AMD G-Series GX-212JC Dual-core (2 Core) 1.20 GHz - Black Item # 896911,"{'processor_model': 'GX-212JC', 'number_of_total_memory_slots': '1', 'keyboard_type': 'Physical Keyboard', 'pointing_device_type': 'Mouse', 'keyboard': 'Yes', 'total_number_of_usb_ports': '6', 'processor_core': 'Dual-core (2 Core)', 'processor_type': 'G-Series', 'memory_standard': 'DDR3L-1600/PC3-12800', 'number_of_total_expansion_slots': '1', 'memory_technology': 'DDR3L SDRAM', 'color': 'black', 'energy_star': 'Yes'}"
1045,HP t520 Thin Client - AMD G-Series GX-212JC Dual-core (2 Core) 1.20 GHz - Black Item # 896911,"{'processor_model': 'GX-212JC', 'number_of_total_memory_slots': '1', 'keyboard_type': 'Physical Keyboard', 'pointing_device_type': 'Mouse', 'keyboard': 'Yes', 'total_number_of_usb_ports': '6', 'processor_core': 'Dual-core (2 Core)', 'processor_type': 'G-Series', 'memory_standard': 'DDR3L-1600/PC3-12800', 'number_of_total_expansion_slots': '1', 'memory_technology': 'DDR3L SDRAM', 'color': 'black', 'energy_star': 'Yes'}"
1046,2016 New CHOETECH Air Vent Car Mount Cell Phone Holder with 360 Degree Rotation,{'compatible_brand': 'Universal'}
1047,925 Sterling Silver Blue Glass Evil Eye Pendant Necklace with Chain,"{'gem_type': 'NA', 'resizable': 'No', 'clasp': 'Spring ring', 'metal_stamp': '925 Sterling', 'metal': 'Sterling silver'}"
1048,Pink Floral Print Jaipuri Cotton Double Bed Quilt 325,"{'wash_care': 'Dryclean only', 'color': 'Multicolor'}"
1049,Pink Floral Print Jaipuri Cotton Double Bed Quilt 325,"{'wash_care': 'Dryclean only', 'color': 'Multicolor'}"
1050,"ASRock EP2C602-4L/D16 Server Board (Socket 2011, Intel C602, DDR3, S-ATA 600, SSI EEB)","{'numberofitems': '1', 'binding': 'Personal Computers', 'productgroup': 'Personal Computer'}"
1051,Toyota GT86,"{'first_reg_date': 'Sep 2013', 'vehicle_sub_type': 'Coupe', 'gear_type': 'Manual', 'year': '2013', 'category': 'Toyota > GT86', 'doors': '2', 'engine_size': '2', 'fuel_type': 'Petrol'}"
1052,Toyota GT86,"{'first_reg_date': 'Sep 2013', 'vehicle_sub_type': 'Coupe', 'gear_type': 'Manual', 'year': '2013', 'category': 'Toyota > GT86', 'doors': '2', 'engine_size': '2', 'fuel_type': 'Petrol'}"
1053,Boss CH6520 6.5-Inch with 4x6-Inch with 4x10-Inch Speakers (Package),{'quantity': '1'}
1054,Cashmere blend,{'sweater': 'Sweater'}
1055,Cashmere blend,{'sweater': 'Sweater'}
1056,"Nissan Titan XD Glacier White with 10 Miles, for sale!","{'interior_color': '--', 'fuel_type': 'Diesel', 'location': '78681, Round Rock, Texas', 'model': 'Titan', 'mileage': '10', 'exterior_color': 'White'}"
1057,For Honor - PlayStation 4,{'edition': 'Standard'}
